GeoID,pop,employed,pct_employed,income,bike,pct_bike,transit,pct_transit,pct_30m,pct_maleBachelor,houseAge,housingUnits,pct_male,pct_white,mdAge,mdRent,mdHouseValue,pct_renterOccupied
60750204011,1137,775,98.22560203,149050,36,4.693611473,270,35.20208605,61.69895678,39.97821351,79,603,55.93667546,74.4942832,38.9,3060,1178900,41.60070361
60750204012,898,668,95.42857143,186806,0,0,152,23.10030395,67.29452055,37.59894459,55,501,56.79287305,73.83073497,41.5,2278,1362500,56.5701559
60750204013,1255,899,97.18918919,155536,9,1.001112347,406,45.16129032,61.73800259,49.62406015,79,748,69.16334661,75.45816733,44.7,1893,986200,38.16733068
60750204021,2557,1696,97.80853518,94189,59,3.513996426,441,26.26563431,59.29311395,46.50334076,49,1414,66.4450528,61.94759484,38.1,1910,811100,80.99335158
60750204022,2089,1693,100,109306,41,2.513795218,528,32.37277744,51.53256705,49.84243697,55,1324,61.99138344,79.22450933,40.4,1956,1306200,57.97032073
60750205001,991,737,100,124273,29,3.934871099,432,58.61601085,58.4592145,45.39089848,79,499,62.15943491,78.91019173,39,1860,994300,64.17759839
60750205002,994,682,95.92123769,105724,42,6.158357771,330,48.38709677,46.16639478,51.97215777,79,462,68.5110664,81.18712274,43.8,1994,1216300,62.4217119
60750205003,988,717,95.98393574,166389,20,2.894356006,292,42.25759768,64.96,52.9685681,79,482,63.46153846,84.61538462,39.9,2350,1826400,47.46963563
60750206001,1585,897,96.65948276,115833,36,4.15704388,306,35.33487298,65.75,43.58130349,64,1154,65.29968454,79.49526814,47.1,1496,1366100,67.88643533
60750206002,795,507,87.86828423,140667,30,6.072874494,189,38.25910931,60.7748184,53.24503311,79,456,61.88679245,68.30188679,39.4,2125,1159600,65.2284264
60750206003,893,578,96.01328904,203661,14,2.729044834,227,44.24951267,59.01287554,29.95839112,79,493,50.72788354,71.66853303,38.9,2929,1473200,24.97200448
60750206004,1680,1235,96.18380062,141148,183,15.18672199,465,38.58921162,43.16546763,52.66903915,79,833,57.32142857,80.53571429,38.5,2203,1540000,52.20238095
60750207001,2024,1563,94.21338156,152125,186,12.3015873,619,40.93915344,45.57678698,42.30349345,79,1158,51.43280632,73.76482213,33.6,1811,1100700,77.18422366
60750207002,1879,1377,97.24576271,130640,126,9.264705882,648,47.64705882,47.20194647,38.03000652,79,1185,50.98456626,67.00372539,36.8,1949,1568300,68.51248643
60750207003,1108,893,97.8094195,191289,26,2.995391705,413,47.58064516,56.15577889,42.01500536,79,544,48.37545126,67.59927798,35.3,2417,1437500,77.79783394
60750208001,1158,765,94.91315136,105136,32,4.183006536,437,57.12418301,40.81632653,45.08547009,79,523,62.69430052,56.56303972,32.1,1873,820000,87.30569948
60750208002,2003,1556,97.86163522,123080,306,19.66580977,597,38.36760925,40.27595269,47.5315729,79,805,62.00698952,68.29755367,34.4,1712,712700,78.06748466
60750208003,1335,880,97.13024283,65577,110,12.5,275,31.25,50.46403712,29.29292929,79,732,55.50561798,44.49438202,39.5,766,738900,77.52808989
60750208004,1809,1217,93.83191981,105136,186,16.28721541,562,49.21190893,51.19363395,23.53706112,57,798,63.34991708,49.91708126,38.2,1247,992668,97.92654028
60750209001,2024,1149,98.12126388,62955,83,7.223672759,665,57.87641427,50.85049239,28.11688312,79,735,53.16205534,41.84782609,35.9,1552,1020800,89.26728586
